,loss,accuracy,val_loss,val_accuracy
0,1.9777441024780273,0.23793786764144897,1.3896501064300537,0.23746702075004578
1,1.9544744491577148,0.24124255776405334,1.4034433364868164,0.2612137198448181
2,1.9602701663970947,0.23595505952835083,1.420777440071106,0.2427440583705902
3,1.9731230735778809,0.24520818889141083,1.443811297416687,0.24802111089229584
4,1.9535378217697144,0.23132848739624023,1.478230595588684,0.23218996822834015
5,1.9858814477920532,0.2339722365140915,1.5286831855773926,0.240105539560318
6,1.9657496213912964,0.24058163166046143,1.5858383178710938,0.2612137198448181
7,1.9696929454803467,0.23066754639148712,1.6511621475219727,0.2427440583705902
8,1.955268383026123,0.23595505952835083,1.7124651670455933,0.25065964460372925
9,1.9668529033660889,0.22868473827838898,1.7626500129699707,0.24538259208202362
