,loss,accuracy,val_loss,val_accuracy
0,1.6210020780563354,0.24719101190567017,1.3983038663864136,0.240105539560318
1,1.4785990715026855,0.2670191526412964,1.3911432027816772,0.2612137198448181
2,1.444641351699829,0.26569730043411255,1.392846703529358,0.2427440583705902
3,1.4315823316574097,0.2544613480567932,1.39359450340271,0.23218996822834015
4,1.4193267822265625,0.2571050822734833,1.3939250707626343,0.2427440583705902
5,1.4060983657836914,0.2524785101413727,1.3950327634811401,0.2585752010345459
6,1.3953046798706055,0.2808988690376282,1.3977769613265991,0.2744063436985016
7,1.3942588567733765,0.29081296920776367,1.3986281156539917,0.25065964460372925
8,1.389898419380188,0.2736285626888275,1.3989516496658325,0.26912927627563477
9,1.3962658643722534,0.2736285626888275,1.4013144969940186,0.25065964460372925
10,1.3845775127410889,0.2630535364151001,1.4033716917037964,0.240105539560318
11,1.387778401374817,0.2775941789150238,1.4023367166519165,0.22955144941806793
12,1.3888360261917114,0.26173165440559387,1.4012699127197266,0.25329816341400146
13,1.3801366090774536,0.2921348214149475,1.4006835222244263,0.25065964460372925
14,1.3839446306228638,0.2808988690376282,1.4030224084854126,0.2585752010345459
15,1.384047269821167,0.2914738953113556,1.4009895324707031,0.25329816341400146
16,1.3731473684310913,0.2861863970756531,1.4013563394546509,0.26912927627563477
17,1.3736387491226196,0.2921348214149475,1.3965463638305664,0.2744063436985016
18,1.3791842460632324,0.3007270395755768,1.3966286182403564,0.28759893774986267
19,1.3705894947052002,0.3066754937171936,1.3971028327941895,0.28496041893959045
20,1.3733962774276733,0.2974223494529724,1.3974679708480835,0.26912927627563477
21,1.3663666248321533,0.2954395115375519,1.397398829460144,0.2770448625087738
22,1.3734900951385498,0.2881692051887512,1.395973563194275,0.26649075746536255
23,1.372039794921875,0.30337077379226685,1.393094778060913,0.28496041893959045
24,1.3745396137237549,0.29477858543395996,1.39745032787323,0.26912927627563477
25,1.3682785034179688,0.30799734592437744,1.402535080909729,0.28496041893959045
26,1.3692396879196167,0.28486451506614685,1.3966875076293945,0.2928759753704071
27,1.3646749258041382,0.29874423146247864,1.398486614227295,0.2744063436985016
28,1.3678573369979858,0.3053536117076874,1.3960003852844238,0.28759893774986267
29,1.3634976148605347,0.31328487396240234,1.3950144052505493,0.28759893774986267
30,1.3615503311157227,0.309980183839798,1.3942017555236816,0.26649075746536255
31,1.3633744716644287,0.31791144609451294,1.3937290906906128,0.279683381319046
32,1.3670533895492554,0.32253801822662354,1.3941031694412231,0.2770448625087738
33,1.3679239749908447,0.29345670342445374,1.3921080827713013,0.28232190012931824
34,1.3657820224761963,0.31394580006599426,1.393536925315857,0.28496041893959045
35,1.3601210117340088,0.3291473984718323,1.393093466758728,0.2902374565601349
36,1.3665715456008911,0.3060145378112793,1.3922128677368164,0.28496041893959045
37,1.360529899597168,0.31394580006599426,1.3898123502731323,0.28232190012931824
38,1.3581151962280273,0.3258427083492279,1.3906643390655518,0.28496041893959045
39,1.3589575290679932,0.3165895640850067,1.3966753482818604,0.28759893774986267
40,1.3576608896255493,0.3304692804813385,1.3923815488815308,0.27176782488822937
41,1.3586504459381104,0.32319894433021545,1.3937010765075684,0.279683381319046
42,1.3625856637954712,0.30865830183029175,1.399715542793274,0.2612137198448181
43,1.3535122871398926,0.3298083245754242,1.3982900381088257,0.25065964460372925
44,1.3608481884002686,0.30865830183029175,1.3981751203536987,0.2559366822242737
45,1.3590253591537476,0.32319894433021545,1.3973562717437744,0.27176782488822937
46,1.3555971384048462,0.33641770482063293,1.3980153799057007,0.23746702075004578
47,1.3604118824005127,0.3251817524433136,1.3984683752059937,0.2559366822242737
48,1.3575958013534546,0.30931922793388367,1.3985587358474731,0.2612137198448181
49,1.3588900566101074,0.3198942542076111,1.4027705192565918,0.26649075746536255
