,loss,accuracy,val_loss,val_accuracy
0,1.3900558948516846,0.253139466047287,1.38789963722229,0.240105539560318
1,1.3835030794143677,0.2643754184246063,1.3866233825683594,0.2744063436985016
2,1.3820905685424805,0.27428948879241943,1.3919907808303833,0.24802111089229584
3,1.380061149597168,0.2808988690376282,1.3890467882156372,0.24538259208202362
4,1.3785319328308105,0.2875082492828369,1.3908402919769287,0.26385223865509033
5,1.3766047954559326,0.29940515756607056,1.3967289924621582,0.2216358780860901
6,1.3732110261917114,0.31262391805648804,1.4027167558670044,0.21372032165527344
7,1.373943567276001,0.286847323179245,1.397717833518982,0.23746702075004578
8,1.371029257774353,0.29477858543395996,1.4013280868530273,0.23746702075004578
9,1.368886113166809,0.31460675597190857,1.3969528675079346,0.2612137198448181
