,50,60,70,80,90,100
5,0.004437461029738188,0.007820191077888012,0.003033599117770791,0.0007248830515891314,0.0031063449569046497,0.0006477771094068885
10,0.00870455987751484,0.003934899345040321,0.005116030108183622,0.003115567145869136,0.002549269702285528,0.001067164819687605
15,0.013578635640442371,0.00884657260030508,0.004172372631728649,0.003476599929854274,0.004405011422932148,0.0022179502993822098
20,0.011460312642157078,0.009530026465654373,0.007535369601100683,0.0032872341107577085,0.00581207312643528,0.00417693005874753
25,0.011012937873601913,0.007555094547569752,0.005865076091140509,0.0053294566459953785,0.003631786908954382,0.0036755886394530535
30,0.015086963772773743,0.009147132746875286,0.008702418766915798,0.006050353869795799,0.005510609596967697,0.0038454674649983644
