,50,60,70,80,90,100
5,0.00480439281091094,0.02467811107635498,0.0069204154424369335,0.008080808445811272,0.002900652587413788,0.004713804926723242
10,0.05205479636788368,0.04822694882750511,0.03696637228131294,0.0183987058699131,0.01895991340279579,0.010702123865485191
15,0.06801673024892807,0.05373525619506836,0.031098300591111183,0.025739848613739014,0.01910112425684929,0.021622803062200546
20,0.07555699348449707,0.04382525756955147,0.04243230074644089,0.037033308297395706,0.030894309282302856,0.02173018269240856
25,0.10069400817155838,0.06975722312927246,0.055613256990909576,0.04216519370675087,0.03166034445166588,0.0268729105591774
30,0.14386503398418427,0.07963816821575165,0.06201253831386566,0.039054471999406815,0.035848718136548996,0.03275582194328308
