,50,60,70,80,90,100
5,0.007738323416560888,0.003314993344247341,0.0011294152354821563,0.002218397567048669,0.0013851686380803585,0.0012443378800526261
10,0.009124779142439365,0.006491503678262234,0.00954865850508213,0.0021628772374242544,0.0027020664419978857,0.0017885726410895586
15,0.012727567926049232,0.009571744129061699,0.004740774165838957,0.004200389608740807,0.003212570445612073,0.002267390489578247
20,0.018273666501045227,0.01484395656734705,0.009324516169726849,0.006061125546693802,0.004714868031442165,0.0033112093806266785
25,0.015224186703562737,0.01395442895591259,0.007584713865071535,0.007584537845104933,0.00521276006475091,0.003948426805436611
30,0.01899164915084839,0.01590718701481819,0.00961221568286419,0.006972299888730049,0.005143127869814634,0.004598518833518028
