2026-03-17 19:51:00,5000.43,5001.84,5000.4,5001.36,
2026-03-17 19:51:00,5000.43,5001.84,4999.46,4999.71,
2026-03-17 20:01:00,5002.64,5002.9,5002.64,5002.9,
2026-03-17 20:01:00,5002.64,5004.23,5002.59,5003.84,
2026-03-17 20:03:00,5005.35,5006.0,5004.51,5005.78,
2026-03-17 20:04:00,5005.63,5005.64,5004.68,5005.08,
2026-03-17 20:05:00,5004.83,5005.16,5004.28,5004.42,
2026-03-17 20:13:00,5004.24,5004.49,5003.49,5003.6,
2026-03-17 20:39:00,5004.69,5004.69,5003.35,5003.35,
2026-03-17 20:40:00,5003.04,5004.0,5002.56,5003.53,
2026-03-17 20:40:00,5003.04,5004.0,5001.84,5001.86,
2026-03-17 20:41:00,5001.39,5001.65,5001.23,5001.47,
2026-03-17 20:41:00,5001.39,5001.65,5000.7,5001.23,
2026-03-17 20:41:00,5001.39,5001.65,5000.13,5000.92,
2026-03-17 20:42:00,5000.83,5001.24,5000.12,5001.06,
2026-03-17 20:42:00,5000.83,5001.35,5000.12,5001.13,
2026-03-17 20:43:00,5001.63,5001.65,5001.57,5001.6,
2026-03-17 20:43:00,5001.63,5001.69,5000.34,5000.35,
2026-03-17 20:43:00,5001.63,5001.69,4998.08,4998.36,
2026-03-17 20:44:00,4997.89,4998.81,4997.77,4997.85,
2026-03-17 20:44:00,4997.89,4998.81,4997.71,4998.02,
2026-03-17 20:44:00,4997.89,4999.01,4997.6,4997.6,
2026-03-17 20:45:00,4997.65,4997.83,4996.73,4997.14,
2026-03-17 20:45:00,4997.65,4998.29,4996.73,4996.99,
2026-03-17 20:46:00,4996.53,4997.23,4996.42,4997.21,
2026-03-17 20:46:00,4996.53,4998.27,4996.42,4998.01,
2026-03-17 20:46:00,4996.53,4998.57,4996.42,4998.29,
2026-03-17 20:47:00,4997.82,4998.08,4997.29,4998.04,
2026-03-17 20:47:00,4997.82,4998.11,4997.15,4997.33,
2026-03-17 20:47:00,4997.82,4999.04,4997.15,4998.91,
2026-03-17 20:48:00,4998.78,4999.28,4998.78,4998.94,
2026-03-17 20:48:00,4998.78,4999.38,4998.78,4999.17,
2026-03-17 20:48:00,4998.78,4999.86,4998.78,4998.8,
2026-03-17 20:49:00,4998.79,4999.72,4998.78,4999.71,
2026-03-17 20:49:00,4998.79,4999.88,4998.78,4999.35,
2026-03-17 20:50:00,4999.73,4999.82,4999.61,4999.67,
2026-03-17 20:50:00,4999.73,5000.05,4999.6,4999.8,
2026-03-17 20:50:00,4999.73,5000.09,4999.6,5000.01,
2026-03-17 20:51:00,4999.73,5000.0,4999.43,4999.91,
2026-03-17 20:51:00,4999.73,5000.49,4999.43,5000.19,
2026-03-17 20:52:00,5000.06,5000.49,5000.06,5000.26,
2026-03-17 20:52:00,5000.06,5001.9,5000.03,5001.85,
2026-03-17 20:52:00,5000.06,5002.27,5000.03,5001.86,
2026-03-17 21:55:00,5007.09,5007.1,5006.79,5006.91,
2026-03-17 21:56:00,5005.27,5005.39,5004.98,5005.39,
2026-03-17 21:56:00,5005.27,5005.56,5004.25,5004.48,
2026-03-17 21:57:00,5004.37,5005.25,5004.37,5005.17,
2026-03-17 21:57:00,5004.37,5005.33,5004.06,5004.06,
2026-03-17 21:57:00,5004.37,5005.33,5004.03,5004.1,
2026-03-17 21:58:00,5004.61,5004.67,5004.36,5004.59,
2026-03-17 21:58:00,5004.61,5004.67,5003.96,5004.13,
2026-03-17 21:58:00,5004.61,5004.67,5003.9,5003.94,
2026-03-17 21:59:00,5003.91,5004.28,5003.91,5004.19,
2026-03-17 21:59:00,5003.91,5004.28,5003.44,5003.62,
2026-03-17 22:00:00,5003.71,5003.75,5003.06,5003.4,
2026-03-17 22:00:00,5003.71,5003.75,5002.16,5002.61,
2026-03-17 22:00:00,5003.71,5003.75,5002.11,5002.51,
2026-03-17 22:01:00,5001.34,5002.83,5001.33,5002.56,
2026-03-17 22:01:00,5001.34,5002.83,5001.33,5002.14,
2026-03-17 22:01:00,5001.34,5002.83,5001.33,5001.8,
2026-03-17 22:02:00,5001.71,5002.4,5001.28,5002.29,
2026-03-17 22:03:00,5002.6,5002.6,5002.6,5002.6,
2026-03-17 22:03:00,5002.6,5003.04,5002.17,5002.75,
2026-03-17 22:03:00,5002.6,5003.87,5002.17,5003.86,
2026-03-17 22:04:00,5004.09,5004.38,5003.97,5004.3,
2026-03-17 22:04:00,5004.09,5004.66,5003.97,5004.63,
2026-03-17 22:04:00,5004.09,5005.46,5003.97,5005.44,
2026-03-17 22:05:00,5005.4,5005.51,5004.81,5004.81,
2026-03-17 22:05:00,5005.4,5005.51,5004.45,5004.92,
2026-03-17 22:05:00,5005.4,5005.51,5004.0,5004.42,
2026-03-17 22:06:00,5004.47,5004.51,5003.73,5003.78,
2026-03-17 22:06:00,5004.47,5004.51,5002.91,5003.23,
2026-03-17 22:07:00,5002.41,5002.58,5002.35,5002.58,
2026-03-17 22:07:00,5002.41,5002.71,5002.35,5002.57,
2026-03-17 22:07:00,5002.41,5002.71,5002.09,5002.1,
2026-03-17 22:08:00,5002.42,5002.85,5002.42,5002.85,
2026-03-17 22:08:00,5002.42,5003.37,5002.42,5003.15,
2026-03-17 22:08:00,5002.42,5003.53,5002.42,5003.48,
2026-03-17 22:09:00,5003.76,5004.15,5003.37,5003.41,
2026-03-17 22:09:00,5003.76,5004.15,5003.35,5003.56,
2026-03-17 22:10:00,5003.71,5003.74,5003.51,5003.51,
2026-03-17 22:10:00,5003.71,5003.83,5003.34,5003.48,
2026-03-17 22:10:00,5003.71,5003.83,5003.13,5003.26,
2026-03-17 22:11:00,5003.39,5003.39,5003.06,5003.14,
2026-03-17 22:11:00,5003.39,5003.4,5002.94,5003.15,
2026-03-17 22:11:00,5003.39,5003.4,5002.92,5002.92,
2026-03-17 22:12:00,5002.93,5003.09,5002.75,5002.83,
2026-03-17 22:12:00,5002.93,5003.09,5002.47,5002.85,
2026-03-17 22:12:00,5002.93,5003.09,5002.04,5002.3,
2026-03-17 22:13:00,5002.32,5002.36,5002.04,5002.26,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.42,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.41,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.26,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.25,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.16,
2026-03-17 22:13:00,5002.32,5002.45,5002.04,5002.13,
2026-03-17 22:13:00,5002.32,5002.45,5001.63,5001.65,
2026-03-17 22:13:00,5002.32,5002.45,5001.35,5001.35,
2026-03-17 22:14:00,5001.35,5001.39,5001.33,5001.35,
2026-03-17 22:14:00,5001.35,5001.39,5001.11,5001.19,
2026-03-17 22:14:00,5001.35,5001.39,5001.03,5001.03,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.66,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.85,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.7,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.79,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.68,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.69,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5000.98,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5001.03,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5001.13,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5001.14,
2026-03-17 22:14:00,5001.35,5001.39,5000.42,5001.31,
2026-03-17 22:14:00,5001.35,5001.4,5000.42,5001.4,
2026-03-17 22:14:00,5001.35,5001.54,5000.42,5001.54,
2026-03-17 22:14:00,5001.35,5001.54,5000.42,5001.07,
2026-03-17 22:14:00,5001.35,5001.54,5000.42,5001.06,
2026-03-17 22:14:00,5001.35,5001.54,5000.42,5001.38,
2026-03-17 22:15:00,5001.66,5001.66,5001.62,5001.62,
2026-03-17 22:15:00,5001.66,5001.66,5001.17,5001.18,
2026-03-17 22:15:00,5001.66,5001.66,5001.17,5001.19,
2026-03-17 22:15:00,5001.66,5001.66,5001.17,5001.34,
2026-03-17 22:15:00,5001.66,5001.66,5001.17,5001.32,
2026-03-17 22:15:00,5001.66,5001.66,5000.6,5000.6,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5000.71,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.24,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.27,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.01,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.02,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5000.81,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.16,
2026-03-17 22:15:00,5001.66,5001.66,5000.54,5001.17,
2026-03-17 22:15:00,5001.66,5001.83,5000.54,5001.81,
2026-03-17 22:15:00,5001.66,5001.9,5000.54,5001.9,
2026-03-17 22:15:00,5001.66,5002.28,5000.54,5002.28,
2026-03-17 22:16:00,5002.17,5002.25,5001.96,5002.14,
2026-03-17 22:16:00,5002.17,5002.25,5001.93,5001.94,
2026-03-17 22:16:00,5002.17,5002.25,5001.88,5002.03,
2026-03-17 22:16:00,5002.17,5002.25,5001.88,5001.98,
2026-03-17 22:16:00,5002.17,5002.25,5001.88,5002.02,
2026-03-17 22:16:00,5002.17,5002.25,5001.88,5002.08,
2026-03-17 22:16:00,5002.17,5002.36,5001.88,5002.3,
2026-03-17 22:16:00,5002.17,5002.43,5001.88,5002.43,
2026-03-17 22:16:00,5002.17,5002.46,5001.88,5002.39,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.49,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.49,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.4,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.42,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.35,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.35,
2026-03-17 22:16:00,5002.17,5002.53,5001.88,5002.2,
2026-03-17 22:17:00,5002.19,5002.19,5001.98,5002.15,
2026-03-17 22:17:00,5002.19,5002.19,5001.98,5002.1,
2026-03-17 22:17:00,5002.19,5002.19,5001.98,5002.01,
2026-03-17 22:17:00,5002.19,5002.19,5001.97,5002.02,
2026-03-17 22:17:00,5002.19,5002.19,5001.97,5002.07,
2026-03-17 22:17:00,5002.19,5002.19,5001.74,5001.76,
2026-03-17 22:17:00,5002.19,5002.19,5001.73,5001.84,
2026-03-17 22:17:00,5002.19,5002.19,5001.73,5001.76,
2026-03-17 22:17:00,5002.19,5002.19,5001.73,5001.81,
2026-03-17 22:17:00,5002.19,5002.19,5001.68,5001.71,
2026-03-17 22:17:00,5002.19,5002.19,5001.68,5001.98,
2026-03-17 22:17:00,5002.19,5002.19,5001.27,5001.27,
2026-03-17 22:17:00,5002.19,5002.19,5001.03,5001.04,
2026-03-17 22:17:00,5002.19,5002.19,5001.02,5001.05,
2026-03-17 22:17:00,5002.19,5002.19,5001.0,5001.08,
2026-03-17 22:18:00,5000.55,5000.56,5000.39,5000.39,
2026-03-17 22:18:00,5000.55,5000.56,5000.25,5000.25,
2026-03-17 22:18:00,5000.55,5000.56,5000.25,5000.38,
2026-03-17 22:18:00,5000.55,5000.56,5000.25,5000.44,
2026-03-17 22:18:00,5000.55,5000.61,5000.25,5000.53,
2026-03-17 22:18:00,5000.55,5000.61,5000.25,5000.47,
2026-03-17 22:18:00,5000.55,5000.61,5000.25,5000.45,
2026-03-17 22:18:00,5000.55,5000.61,5000.25,5000.43,
2026-03-17 22:18:00,5000.55,5000.61,5000.25,5000.48,
2026-03-17 22:18:00,5000.55,5001.11,5000.25,5001.06,
2026-03-17 22:18:00,5000.55,5001.17,5000.25,5001.16,
2026-03-17 22:18:00,5000.55,5001.39,5000.25,5001.35,
